Lead ID,Evidence ID,Brand,Evidence Type,Evidence Date,Title,Summary,Source Name,Source URL,What It Confirms,Reliability,Checked At,Run ID,Claim,Source,Source Date,Verified At,Confidence,Notes,Fact,Source Class
GRM-045,E-133,Belkina,оценка масштаба,2026-05-30,Заявленный оборот 500+ млн ₽,"В републикации вакансии работодатель описывает Belkina как лидера ниши детской танцевальной одежды с оборотом 500+ млн ₽ в год, ростом e-commerce и выходом в офлайн; показатель не является аудированной отчётностью",Remote-job,https://remote-job.ru/search?page=7&search%5Bquery%5D=%D0%9C%D0%B5%D0%BD%D0%B5%D0%B4%D0%B6%D0%B5%D1%80+%D0%BC%D0%B0%D1%80%D0%BA%D0%B5%D1%82%D0%BF%D0%BB%D0%B5%D0%B9%D1%81%D0%BE%D0%B2+Wildberries+%28%D0%9E%D0%B4%D0%B5%D0%B6%D0%B4%D0%B0%29&search%5BsearchType%5D=vacancy,Причину статуса RESERVE из-за масштаба,MEDIUM,2026-07-27,,,,,,,,,
GRM-046,E-134,Через не могу,юридические данные,2026-07-27,Карточка ИП Царевой Дарьи Александровны,"ИНН 911106178533, ОГРНИП 323911200092579; сервис проверки подтверждает действующий статус ИП на март 2026 года",Точка,https://check.tochka.com/company/323911200092579/,Юрлицо статус и собственник,HIGH,2026-07-27,,,,,,,,,
GRM-046,E-135,Через не могу,связь бренда с юрлицом,2026-05-27,Актуальная публичная оферта бренда,"Оферта от 27.05.2026 связывает интернет-магазин «Через не могу» с ИП Царевой Дарьей Александровной, ИНН 911106178533 и ОГРНИП 323911200092579; подтверждает продажи через сайт, соцсети, мессенджеры и маркетплейсы",Официальный сайт,https://cherez-ne-mogy.ru/oferta,Бренд юрлицо каналы продаж и актуальность бизнеса,HIGH,2026-07-27,,,,,,,,,
GRM-046,E-136,Через не могу,финансовый масштаб,2026-01-14,Рост оборота до 170 млн ₽,"Вакансия работодателя сообщает, что оборот спортивного бренда за год вырос с 40 до 170 млн ₽, а цель на 2026 год составляет 300 млн ₽ и выход на внешние рынки",HH,https://hh.ru/vacancy/129404894,Финансовый масштаб и цель роста,MEDIUM,2026-07-27,,,,,,,,,
GRM-046,E-137,Через не могу,бизнес-сигнал,2026-01-14,Построение системных e-commerce продаж,"Компания ставит задачи масштабировать Wildberries и Ozon, построить системный отдел продаж с выходом за пределы маркетплейсов, управлять unit-экономикой, закупками, денежными потоками, аналитикой и KPI",HH,https://hh.ru/vacancy/129404894,S1-сигнал прямой коммерческой трансформации,HIGH,2026-07-27,,,,,,,,,
GRM-046,E-138,Через не могу,контакты,2026-05-27,Официальные контакты собственника,Оферта публикует телефон +7 978 711-69-88 и email Tsarova13@vk.com; официальный сайт также содержит маршруты через VK и Telegram,Официальный сайт,https://cherez-ne-mogy.ru/oferta; https://cherez-ne-mogy.ru/,Практический маршрут к собственнику,HIGH,2026-07-27,,,,,,,,,
GRM-047,E-139,АЙБИПИ,юридические данные,2026-07-28,Карточка ООО «АЙБИПИ»,"ИНН 7730595201, ОГРН 1097760004946, действующее юрлицо; генеральный директор и единственный учредитель Иванов Виктор Константинович",РБК Компании,https://companies.rbc.ru/amp/ogrn/1097760004946/,Юрлицо собственник и ЛПР,HIGH,2026-07-28,,,,,,,,,
GRM-047,E-140,АЙБИПИ,финансовые данные,2026-07-28,Финансы АЙБИПИ,"Выручка за 2024 год 349.667 млн ₽, чистая прибыль 13.059 млн ₽; 8 сотрудников по данным РБК",РБК Компании,https://companies.rbc.ru/amp/ogrn/1097760004946/,Финансовый и кадровый масштаб,HIGH,2026-07-28,,,,,,,,,
GRM-047,E-141,АЙБИПИ,операционный масштаб и контакты,2026-07-28,Официальный сайт АЙБИПИ,"Официальный сайт связывает бренд с ООО «АЙБИПИ», подтверждает ИНН, ОГРН, директора, производство 4000 м², 300+ проектов, 100+ крупных клиентов, поставки по России и СНГ, телефоны, email, Telegram и форму",Официальный сайт,https://aibipi.ru/o-kompanii/; https://aibipi.ru/rekvizity/; https://aibipi.ru/kontakty/,Бренд юрлицо масштаб ЛПР и практический маршрут,HIGH,2026-07-28,,,,,,,,,
GRM-047,E-142,АЙБИПИ,вакансия,2026-01-22,Коммерческий директор промышленного производителя,"Компания ищет коммерческого директора с прямой коммуникацией с собственником для выполнения плана по выручке и прибыли, роста маржинальности и продаж новых продуктов, повышения конверсии, найма и мотивации команды",HH,https://hh.ru/vacancy/129774536,S1-сигнал прямой коммерческой задачи,HIGH,2026-07-28,,,,,,,,,
GRM-048,E-143,OMNISAN Group,юридические данные,2026-07-28,Карточка ООО «ТД ОМНИСАН»,"ИНН 7723397696, ОГРН 1157746589846, действующее юрлицо; генеральный директор и совладелец Иванов Роман Александрович, второй совладелец Андрос Олег Николаевич",РБК Компании,https://companies.rbc.ru/id/1157746589846-ooo-torgovyij-dom-omnisan/,Юрлицо собственники и ЛПР,HIGH,2026-07-28,,,,,,,,,
GRM-048,E-144,OMNISAN Group,финансовые данные,2026-07-28,Финансы ТД ОМНИСАН,"Выручка за 2025 год 171.60 млн ₽, прибыль 89 тыс. ₽; компания относится к малому бизнесу",Т-Банк,https://www.tbank.ru/business/contractor/legal/1157746589846/,Финансовый масштаб,HIGH,2026-07-28,,,,,,,,,
GRM-048,E-145,OMNISAN Group,бизнес и связь бренда,2026-07-28,Официальный сайт OMNISAN Group,"Официальный сайт связывает бренд с ООО «ТД Омнисан» и ИНН 7723397696, показывает направления для розницы, снабженцев, монтажников, дизайнеров и проектирования, а также форму расчёта проекта",Официальный сайт,https://omnisan.group/,Бренд юрлицо сегменты и действующий бизнес,HIGH,2026-07-28,,,,,,,,,
GRM-048,E-146,OMNISAN Group,контакты,2026-07-28,Официальные маршруты OMNISAN,"Опубликованы корпоративный email partner@omnisan.group.ru, адрес в Москве, форма сайта; связанный официальный магазин указывает телефон +7 495 067-75-51 и sales@vg-rus.ru и ведёт сделки через ООО «ТД Омнисан»",Официальные сайты,https://omnisan.group/privacy/; https://vg-rus.ru/o-kompanii/,Практический корпоративный маршрут,HIGH,2026-07-28,,,,,,,,,
GRM-048,E-147,OMNISAN Group,вакансия,2025-12-26,Директор направления e-com,"Компания хочет превратить e-commerce в управляемый бизнес-юнит, повысить конверсию и маржинальность, связать digital с продажами, внедрить прозрачные метрики и запустить монобрендовый пилот; работа напрямую с собственником",HH,https://hh.ru/vacancy/129061488,S1-сигнал прямой коммерческой задачи,HIGH,2026-07-28,,,,,,,,,
GRM-049,E-148,ДЮКС / ЭКО НОМ,юридические данные,2026-07-28,Карточка ООО «ДЮКС»,"ИНН 7710941397, ОГРН 1137746493697, действующее юрлицо; единственный собственник и генеральный директор Орлов Денис Владимирович; 35 сотрудников",РБК Компании,https://companies.rbc.ru/id/1137746493697-ooo-dyuks/,Юрлицо собственник ЛПР и численность,HIGH,2026-07-28,,,,,,,,,
GRM-049,E-149,ДЮКС / ЭКО НОМ,финансовые данные,2026-07-28,Финансы ДЮКС,"Выручка за 2024 год 670.237 млн ₽, прибыль 32.352 млн ₽; масштаб превышает ядро ICP Growth Radar",РБК Компании,https://companies.rbc.ru/id/1137746493697-ooo-dyuks/,Финансовый масштаб и причина резерва,HIGH,2026-07-28,,,,,,,,,
GRM-049,E-150,ДЮКС / ЭКО НОМ,связь бренда,2026-07-28,ЭКО НОМ в портфеле ДЮКС,Вакансии работодателя связывают ООО «Дюкс» с российским брендом приборов учёта ЭКО НОМ и действующим производственно-торговым бизнесом,HH,https://hh.ru/vacancy/129918092; https://hh.ru/vacancy/129260628,Связь бренда и юрлица,MEDIUM,2026-07-28,,,,,,,,,
GRM-049,E-151,ДЮКС / ЭКО НОМ,вакансия,2026-02-07,Директор по развитию нового направления,"Компания планирует активный рост ремонтно-отделочного направления: стратегия на 1–3 года, рост выручки и прибыли, запуск продуктов, партнёрства, воронка, CRM, P&L, unit-экономика, маржинальность и KPI; прямое подчинение собственнику",HH,https://hh.ru/vacancy/129626471,S1-сигнал запуска и систематизации направления,HIGH,2026-07-28,,,,,,,,,
GRM-049,E-152,ДЮКС / ЭКО НОМ,контактный маршрут,2026-07-28,Owner-first маршрут ДЮКС,Вакансия опубликована от подтверждённого работодателя и прямо указывает подчинение собственнику и быстрые решения без лишней бюрократии,HH,https://hh.ru/vacancy/129626471,Практический маршрут к собственнику,MEDIUM,2026-07-28,,,,,,,,,
GRM-050,E-153,АРТ СИТИ / официальный магазин ФСБР и PWL,юридические данные,2026-07-28,Реквизиты ООО «АРТ СИТИ»,"ИНН 9729043104, ОГРН 5167746410266, действующее юрлицо; генеральный директор Золкин Александр Викторович",Официальный сайт,https://shop.wrestrus.ru/rekvizit/,Юрлицо бренд и ЛПР,HIGH,2026-07-28,,,,,,,,,
GRM-050,E-154,АРТ СИТИ / официальный магазин ФСБР и PWL,собственники и финансы,2026-07-28,Карточка ООО «АРТ СИТИ»,Учредители Федоров-Богомольный Макс Юрьевич и Яшич Тамара Михайловна; выручка за 2025 год 48.26 млн ₽; компания действует,Companium и РБК Компании,https://companium.ru/id/5167746410266-art-siti; https://companies.rbc.ru/okved/47.91/15/,Собственники финансовый масштаб и статус,HIGH,2026-07-28,,,,,,,,,
GRM-050,E-155,АРТ СИТИ / официальный магазин ФСБР и PWL,бизнес и контакты,2026-07-28,Официальный магазин ФСБР и PWL,"Сайт подтверждает официальный магазин Федерации спортивной борьбы России и PWL, B2B-раздел для команд, телефон +7 967 220-39-24, email shop@wrestrus.ru, Telegram-бот, WhatsApp и форму обратной связи",Официальный сайт,https://shop.wrestrus.ru/rekvizit/; https://shop.wrestrus.ru/,Действующий бизнес и практический маршрут,HIGH,2026-07-28,,,,,,,,,
GRM-050,E-156,АРТ СИТИ / официальный магазин ФСБР и PWL,вакансия,2026-06-14,Руководитель отдела продаж — экипировка для единоборств,"Компания сообщает об отсутствии системного коммерческого блока и ищет играющего руководителя для построения и масштабирования продаж; B2B-кастом для федераций, клубов и секций — основной канал, также развиваются дилерская сеть, маркетплейсы и экспорт в СНГ",HH,https://hh.ru/vacancies/menedzher_po_prodazham_tekstilya/polniy_den,S1-сигнал прямой задачи построения коммерческого блока,HIGH,2026-07-28,,,,,,,,,
GRM-051,E-157,Аврора Стронг / Аврора ЖБИ,юридические данные,2026-07-28,Карточка ООО «АВРОРА»,"ИНН 0276937295, ОГРН 1180280068165, действующее юрлицо; директор Галиев Ильнур Рифович, учредитель Ермолаев Анатолий Евгеньевич; 27 сотрудников",РБК Компании,https://companies.rbc.ru/id/1180280068165-ooo-bss-logistika/,Юрлицо собственник ЛПР и численность,HIGH,2026-07-28,,,,,,,,,
GRM-051,E-158,Аврора Стронг / Аврора ЖБИ,финансовые данные,2026-07-28,Финансы ООО «АВРОРА»,"Выручка за 2024 год 658.899 млн ₽, прибыль 2.374 млн ₽; выручка выросла с 354.823 млн ₽, масштаб значительно выше ядра ICP",РБК Компании,https://companies.rbc.ru/id/1180280068165-ooo-bss-logistika/,Финансовый масштаб и причина резерва,HIGH,2026-07-28,,,,,,,,,
GRM-051,E-159,Аврора Стронг / Аврора ЖБИ,бизнес и контакты,2026-07-28,Официальный сайт Аврора ЖБИ,"Сайт связывает бренд с ООО «АВРОРА», адресом в Чесноковке, подтверждает производство ЖБИ и связанные направления группы, телефон 8 800 222-35-00, email sale@avrora-zhbi.ru, VK, Telegram, WhatsApp и форму заказа звонка",Официальный сайт,https://avrora-zhbi.ru/,Бренд юрлицо действующий бизнес и практический маршрут,HIGH,2026-07-28,,,,,,,,,
GRM-051,E-160,Аврора Стронг / Аврора ЖБИ,вакансия,2026-01-27,Коммерческий директор Аврора Стронг,"Группа сообщает о фазе структурирования и масштабирования, построении единой коммерческой системы, KPI и автоматизации; роль отвечает за выручку, маржинальность, клиентскую базу и процессы и подчиняется собственнику",HH,https://ufa.hh.ru/vacancy/129913915,S1-сигнал прямой коммерческой задачи,HIGH,2026-07-28,,,,,,,,,
GRM-052,E-161,YURSUS / Сибирская фабрика мебели,юридические данные,2026-07-28,Карточка ИП Гармаша Юрия Владимировича,"ИНН 540446068887, ОГРНИП 322547600048993, действующий ИП; основной вид деятельности — производство мебели для офисов и предприятий торговли",РБК Компании,https://companies.rbc.ru/persons/ogrnip/322547600048993-garmash-yurij-vladimirovich/,Юрлицо собственник и профиль деятельности,HIGH,2026-07-28,,,,,,,,,
GRM-052,E-162,YURSUS / Сибирская фабрика мебели,операционный масштаб,2026-07-28,Масштаб YURSUS,"Официальный сайт подтверждает производство полного цикла, 20+ лет отраслевого опыта основателя, 500+ проектов, работу по России и СНГ, B2B- и B2C-направления и собственную команду",Официальный сайт,https://yursus.ru/,Действующий бизнес операционный масштаб и география,HIGH,2026-07-28,,,,,,,,,
GRM-052,E-163,YURSUS / Сибирская фабрика мебели,контакты,2026-07-28,Официальные контакты YURSUS,"Сайт публикует адрес производства в Новосибирске, телефоны 8-923-107-01-20 и 8-913-605-15-69, email yursus.mebel@yandex.ru и форму связи; 2ГИС подтверждает сайт и маршруты через Telegram, VK и WhatsApp",Официальный сайт и 2ГИС,https://yursus.ru/; https://2gis.ru/novosibirsk/firm/70000001064721876,Практический маршрут связи,HIGH,2026-07-28,,,,,,,,,
GRM-052,E-164,YURSUS / Сибирская фабрика мебели,вакансия,2026-01-26,Построение отдела продаж с нуля,"Фабрика ищет руководителя для создания отдела B2B- и B2C-продаж с чистого листа, разработки стратегии каналов, настройки CRM Битрикс24, управления воронкой и конверсией, внедрения KPI и мотивации; заявлена работа с собственником",HH,https://novosibirsk.hh.ru/vacancy/129853833,S1-сигнал прямой коммерческой задачи,HIGH,2026-07-28,,,,,,,,,
GRM-052,E-165,YURSUS / Сибирская фабрика мебели,бренд и работодатель,2026-07-28,Страница работодателя YURSUS,HH связывает бренд YURSUS с ИП Гармаш Юрий Владимирович и подтверждает производство мебели по индивидуальным проектам для частных и корпоративных клиентов по всей России,HH,https://novosibirsk.hh.ru/employer/10228321,Связь бренда с ИП и операционный контекст,HIGH,2026-07-28,,,,,,,,,
GRM-053,E-166,Estore creating,юридические данные,2026-07-28,Карточка ООО «ИСТОР КРИЭЙТИНГ»,"ИНН 5074063660, ОГРН 1205000034854, действующее юрлицо; собственник и генеральный директор Шавырин Алексей Геннадьевич",РБК Компании,https://companies.rbc.ru/id/1205000034854-obschestvo-s-ogranichennoj-otvetstvennostyu-istor-kriejting/,Юрлицо собственник и ЛПР,HIGH,2026-07-28,,,,,,,,,
GRM-053,E-167,Estore creating,статус бизнеса,2026-07-28,Проверка ООО «ИСТОР КРИЭЙТИНГ»,"Компания действует, относится к микробизнесу; основной вид деятельности — разработка программного обеспечения, дополнительные включают интернет-торговлю и складирование",Точка,https://check.tochka.com/company/1205000034854/,Действующий бизнес и профиль деятельности,HIGH,2026-07-28,,,,,,,,,
GRM-053,E-168,Estore creating,масштаб и сигнал,2026-02-04,Рост продаж на маркетплейсах,"Работодатель сообщает о 7 млн ₽ месячной выручки, команде из 8 сотрудников, цели роста на 10% в месяц и задаче построить управление продажами на Ozon, WB и Яндекс Маркете напрямую с собственником",HH,https://hh.ru/vacancy/129793684,Операционный масштаб и S1-сигнал,HIGH,2026-07-28,,,,,,,,,
GRM-053,E-169,Estore creating,маршрут связи,2026-07-28,Owner-first маршрут через HH,Вакансия опубликована от подтверждённого работодателя ООО «Истор Криэйтинг» и позволяет направить вопрос работодателю,HH,https://hh.ru/vacancy/129793684,Практический маршрут к собственнику,MEDIUM,2026-07-28,,,,,,,,,
GRM-054,E-170,Feliks Station Catering,юридические данные,2026-07-28,Карточка ООО «ФОРЕВЕНТ»,"ИНН 7727530444, ОГРН 1047797038079, действующее юрлицо; собственник и генеральный директор Диденко Феликс Сергеевич",Т-Банк и Companium,https://www.tbank.ru/business/contractor/legal/1047797038079/; https://companium.ru/id/1047797038079-forevent,Юрлицо собственник и ЛПР,HIGH,2026-07-28,,,,,,,,,
GRM-054,E-171,Feliks Station Catering,финансовые данные,2026-07-28,Финансы ООО «ФОРЕВЕНТ»,"Выручка за 2025 год 11,1 млн ₽, чистая прибыль 154 тыс. ₽; показатель находится у нижней границы ICP",Companium,https://companium.ru/id/1047797038079-forevent,Финансовый масштаб,MEDIUM,2026-07-28,,,,,,,,,
GRM-054,E-172,Feliks Station Catering,бренд и контакты,2026-07-28,Официальный сайт Feliks Station Catering,"Сайт связывает бренд с ООО «Форевент» и ИНН 7727530444, публикует телефон +7 (495) 500-97-98, Telegram и форму заявки; подтверждает 35+ гастрономических станций и многолетний операционный опыт",Официальный сайт,https://telezhkasmorozhenym.ru/,Связь бренда с юрлицом операционный масштаб и практический маршрут,HIGH,2026-07-28,,,,,,,,,
GRM-054,E-173,Feliks Station Catering,вакансия,2026-01-28,Пересборка B2B-продаж кейтеринга,"Компания ищет руководителя для аудита и оптимизации amoCRM, воронки, KPI, регламентов, прогнозирования и ценовой политики, управления командой из пяти менеджеров; заявлена работа напрямую с собственником",HH,https://hh.ru/vacancy/129726340,S1-сигнал прямой коммерческой задачи,HIGH,2026-07-28,,,,,,,,,
GRM-055,E-174,NE SHALI / RIEN,юридические данные,2026-07-28,Карточка ИП Гафуровой Замиры Абдулазизовны,"ИНН 380416932771, ОГРНИП 323774600747111, действующий ИП; основной вид деятельности — интернет-торговля",РБК Компании,https://companies.rbc.ru/persons/ogrnip/323774600747111-gafurova-zamira-abdulazizovna/,Юрлицо собственник и профиль деятельности,HIGH,2026-07-28,,,,,,,,,
GRM-055,E-175,NE SHALI / RIEN,бренд,2026-07-28,Товарные знаки NE SHALI и RIEN,Правообладателем зарегистрированных товарных знаков NE SHALI и RIEN является Гафурова Замира Абдулазизовна,РБК Компании,https://companies.rbc.ru/trademark/1176662/ne-shali/; https://companies.rbc.ru/trademark/1151074/rien/,Связь брендов с собственником и ИП,HIGH,2026-07-28,,,,,,,,,
GRM-055,E-176,NE SHALI / RIEN,масштаб и сигнал,2026-02-04,Построение отдела продаж маркетплейсов,"Работодатель сообщает о 15 млн ₽ месячной выручки, команде из 2 сотрудников, цели роста на 10% в месяц и задаче построить отдел продаж на Ozon, WB и Яндекс Маркете напрямую с собственником",HH,https://hh.ru/vacancy/130170775,Операционный масштаб и S1-сигнал,HIGH,2026-07-28,,,,,,,,,
GRM-055,E-177,NE SHALI / RIEN,активность найма,2026-02-07,Расширение e-commerce команды,"ИП параллельно нанимает младшего менеджера по продажам на маркетплейсах для карточек, остатков, поставок, аналитики, ценообразования и продвижения",HH,https://hh.ru/vacancy/130257240,Подтверждение активного построения команды,S2,2026-07-28,,,,,,,,,
GRM-055,E-178,NE SHALI / RIEN,маршрут связи,2026-07-28,Owner-first маршрут через HH,Вакансия опубликована от подтверждённого работодателя ИП Гафуровой Замиры Абдулазизовны и позволяет направить вопрос работодателю,HH,https://hh.ru/vacancy/130170775; https://hh.ru/employer/11686397,Практический маршрут к собственнику,MEDIUM,2026-07-28,,,,,,,,,
GRM-056,E-179,Magnitof,юридические данные,2026-07-28,Карточка ООО «МАГНИТОФ»,"ИНН 9723261402, ОГРН 1257700430250, действующее юрлицо; генеральный директор Григорян Карен Робертович, единственный учредитель Манучарян Рузанна Серёжаевна",РБК Компании,https://companies.rbc.ru/id/1257700430250-ooo-magnitof/,Юрлицо учредитель и ЛПР,HIGH,2026-07-28,,,,,,,,,
GRM-056,E-180,Magnitof,бренд и реквизиты,2026-07-28,Связь бренда Magnitof с юрлицом,"Официальный сайт указывает ООО «Магнитоф», ИНН 9723261402 и ОГРН 1257700430250, а также ИП Григоряна Карена Робертовича; бренд и операционная деятельность связаны с подтверждёнными субъектами",Официальный сайт,https://magnitof.com/product-category/prjamougolnye-kvadratnye/,Связь бренда с юрлицом и генеральным директором,HIGH,2026-07-28,,,,,,,,,
GRM-056,E-181,Magnitof,операционный масштаб,2026-07-28,Масштаб ассортимента и географии,"Официальный сайт сообщает о 400+ товарных позициях на складе, среднем рейтинге 4.9 на основе 1200 отзывов, контрактном производстве в Китае и поставках по России, СНГ и Азии",Официальный сайт,https://magnitof.pro/,Действующий бизнес и операционный масштаб,HIGH,2026-07-28,,,,,,,,,
GRM-056,E-182,Magnitof,правообладатель бренда,2026-07-28,Товарный знак MAGNITOF,Товарный знак MAGNITOF №1122978 зарегистрирован 10.06.2025; правообладатель — Григорян Карен Робертович,РБК Компании / реестр товарных знаков,https://companies.rbc.ru/trademark/1122978/magnitof/,Связь бренда с генеральным директором,HIGH,2026-07-28,,,,,,,,,
GRM-056,E-183,Magnitof,вакансия,2026-02-05,Систематизация B2B-продаж Magnitof,"Компания ищет руководителя отдела продаж для управления B2B-сделками, договорной работой, конверсией, средним чеком и маржинальностью, внедрения KPI и масштабирования каналов; предусмотрено прямое взаимодействие с собственником",HH,https://hh.ru/vacancy/130210715,S1-сигнал прямой коммерческой задачи,HIGH,2026-07-28,,,,,,,,,
GRM-055,E-197,RIEN / NE SHALI,юридические данные,2026-07-28,Карточка ИП Гафуровой Замиры Абдулазизовны,"ИНН 380416932771, ОГРНИП 323774600747111, действующий ИП с 13 ноября 2023 года; основной вид деятельности — интернет-торговля",РБК Компании,https://companies.rbc.ru/persons/ogrnip/323774600747111-gafurova-zamira-abdulazizovna/,Юрлицо собственник и профиль деятельности,HIGH,2026-07-28,,,,,,,,,
GRM-055,E-198,RIEN / NE SHALI,бренд и собственник,2026-07-28,Товарные знаки RIEN и NE SHALI,Товарные знаки RIEN №1151074 и NE SHALI №1176662 зарегистрированы на Гафурову Замиру Абдулазизовну в 2025 году,РБК Компании / реестр товарных знаков,https://companies.rbc.ru/trademark/1151074/rien/; https://companies.rbc.ru/trademark/1176662/ne-shali/,Связь собственника с брендами,HIGH,2026-07-28,,,,,,,,,
GRM-055,E-199,RIEN / NE SHALI,операционный масштаб,2026-07-28,Масштаб e-commerce бизнеса,"В вакансии работодатель заявляет ежемесячную выручку около 15 млн ₽, работу с товарами для дома, команду из двух человек и цель роста на 10% в месяц; годовой эквивалент 180 млн ₽ является расчётом, а не бухгалтерской отчётностью",HH,https://hh.ru/vacancy/130170775,Операционный масштаб и темп роста,MEDIUM,2026-07-28,,,,,,,,,
GRM-055,E-200,RIEN / NE SHALI,вакансия,2026-02-04,Построение отдела продаж маркетплейсов с нуля,"Собственник ищет РОПа для создания команды, стратегического управления продажами на Ozon, Wildberries и Яндекс Маркете, достижения показателей выручки и эффективности; заявлена работа напрямую с собственником",HH,https://hh.ru/vacancy/130170775,S1-сигнал прямой коммерческой задачи и owner-first маршрут,HIGH,2026-07-28,,,,,,,,,
GRM-055,E-201,RIEN / NE SHALI,история проекта,2025-08-28,Запуск бренда RIEN,"Архивная вакансия описывает запуск бренда RIEN в категории товаров для ванной и кухни, создание команды и развитие продаж на российских маркетплейсах лично предпринимателем Замирой Гафуровой",DreamJob,https://dreamjob.ru/employers/5702006/vakansii/123511935,Контекст продукта и последовательность бизнес-сигнала,MEDIUM,2026-07-28,,,,,,,,,
GRM-061,E-202,Hugency,юридические данные,2026-07-29,Карточка ИП Валеевой Луизы Альфиковны,"ИНН 732705295186, ОГРНИП 317502400050345, действующий ИП с 5 сентября 2017 года; в перечне видов деятельности присутствуют рекламные и PR-направления",Т-Банк,https://www.tbank.ru/business/contractor/legal/317502400050345/,Юрлицо собственник и действующий статус,HIGH,2026-07-29,,,,,,,,,
GRM-061,E-203,Hugency,бренд и официальный маршрут,2026-07-29,Официальный сайт Hugency,Сайт позиционирует Hugency как AI-driven performance marketing studio и предлагает получить прогноз ниши непосредственно от основателя,Официальный сайт,https://www.hugency.ai/,Действующий бренд и owner-first маршрут,HIGH,2026-07-29,,,,,,,,,
GRM-061,E-204,Hugency,операционный масштаб,2026-07-29,Масштаб AI-агентства,"В вакансии работодатель заявляет стабильную выручку $30–40 тыс. в месяц и собственные аккаунты с аудиторией около миллиона подписчиков; годовой эквивалент в карточке является ориентировочным расчётом, а не бухгалтерской отчётностью",HH,https://hh.ru/vacancy/130040961,Операционный масштаб и текущая выручка,MEDIUM,2026-07-29,,,,,,,,,
GRM-061,E-205,Hugency,вакансия,2026-02-08,Построение международного отдела продаж Hugency,"Основатель ищет первого руководителя коммерческого блока для построения международного B2B-отдела с нуля, найма англоязычной команды, внедрения amoCRM, управления high-ticket воронкой и роста выручки до $100 тыс., затем до $300 тыс. в месяц",HH,https://hh.ru/vacancy/130040961,S1-сигнал прямой коммерческой задачи и масштабирования,HIGH,2026-07-29,,,,,,,,,
GRM-024,E-222,MARROB,юридические данные,2026-07-29,Реквизиты ООО «МАРРОБ РУС»,"Официальный сайт публикует ООО «МАРРОБ РУС», ИНН 5032331540, ОГРН 1215000079304 и адрес в Одинцово",Официальный сайт,https://marrob.ru/kontakty/,Связь бренда с действующим юридическим лицом,HIGH,2026-07-29,,,,,,,,,
GRM-024,E-223,MARROB,собственник и ЛПР,2026-07-29,Собственник и генеральный директор,Шабалтас Наталья Анатольевна указана генеральным директором и единственным учредителем с долей 100%,РБК Компании,https://companies.rbc.ru/id/1215000079304-obschestvo-s-ogranichennoj-otvetstvennostyu-marrob-rus/,Собственник и полномочный ЛПР,HIGH,2026-07-29,,,,,,,,,
GRM-024,E-224,MARROB,финансовый масштаб,2025-12-31,Финансовые показатели ООО «МАРРОБ РУС»,По бухгалтерской отчётности за 2025 год выручка составила 7 257 000 ₽; среднесписочная численность — 1 сотрудник,РБК Компании,https://companies.rbc.ru/id/1215000079304-obschestvo-s-ogranichennoj-otvetstvennostyu-marrob-rus/,Финансовый масштаб и действующий бизнес,HIGH,2026-07-29,,,,,,,,,
GRM-024,E-225,MARROB,операционный масштаб,2026-07-29,Профиль производственной компании,"Официальный профиль работодателя описывает MARROB RUS как производственную компанию фасадных решений, работающую с частными клиентами, застройщиками и индивидуальными проектами",HH,https://hh.ru/employer/5767946,Операционный профиль и клиентские сегменты,MEDIUM,2026-07-29,,,,,,,,,
GRM-024,E-226,MARROB,контакты,2026-07-29,Официальные контакты MARROB,"Опубликованы телефоны +7 (916) 666-23-35 и +7 (495) 205-53-63, email info@marrob.ru и форма заявки",Официальный сайт,https://marrob.ru/kontakty/; https://marrob.ru/product-category/kamen/versalskij-kirpich/,Практический маршрут связи,HIGH,2026-07-29,,,,,,,,,
GRM-024,E-227,MARROB,вакансия,2026-02-05,Руководитель отдела продаж MARROB,"Компания ищет руководителя для построения отдела продаж с нуля, внедрения CRM, воронки, скриптов, регламентов и KPI по конверсии, среднему чеку и марже; указано прямое взаимодействие с собственником",HH,https://hh.ru/vacancy/130209818,S1-сигнал прямой коммерческой задачи,HIGH,2026-07-29,,,,,,,,,
GRM-066,E-228,Литтек,юридические данные,2026-07-29,Реквизиты ООО «ЛИТТЕК»,"Официальный сайт публикует ООО «ЛИТТЕК», ИНН 7806523560, ОГРН 1147847126162 и адрес в Санкт-Петербурге",Официальный сайт,https://littek.ru/contacts,Связь бренда с действующим юридическим лицом,HIGH,2026-07-29,,,,,,,,,
GRM-066,E-229,Литтек,собственник и ЛПР,2026-07-29,Собственник и генеральный директор,Егоров Максимилиан Александрович указан генеральным директором и единственным учредителем с долей 100%,РБК Компании,https://companies.rbc.ru/id/1147847126162-ooo-obschestvo-s-ogranichennoj-otvetstvennostyu-littek/,Собственник и полномочный ЛПР,HIGH,2026-07-29,,,,,,,,,
GRM-066,E-230,Литтек,финансовый масштаб,2025-12-31,Финансовые показатели ООО «ЛИТТЕК»,"По бухгалтерской отчётности за 2025 год выручка составила 121 548 000 ₽, чистая прибыль — 16 015 000 ₽; среднесписочная численность — 4 сотрудника",РБК Компании,https://companies.rbc.ru/id/1147847126162-ooo-obschestvo-s-ogranichennoj-otvetstvennostyu-littek/,Финансовый масштаб и действующий бизнес,HIGH,2026-07-29,,,,,,,,,
